business_name,business_address,business_city,business_state,business_postal_code,inspection_date,inspection_score,violation_description,risk_category
EL TONAYENSE CATERING TRUCK,3101 19th St,San Francisco,CA,94110,2/29/16 0:00,90,Inadequate warewashing facilities or equipment,Low Risk
EL NORTENO,801 bryant St,San Francisco,CA,94103,1/19/16 0:00,,,
Tacos San Buena,2598 Harrison St,San Francisco,CA,94110,2/19/16 0:00,,,
SAN FRANCISCO ZOO WAREHOUSE,1 ZOO Rd,San Francisco,CA,94132,6/3/16 0:00,94,Moderate risk vermin infestation,Moderate Risk
"Alioto Fish Co., Ltd",360A Jefferson St,San Francisco,CA,94133,6/3/16 0:00,,Insufficient hot water or running water,Moderate Risk
The Waterfront,Pier 9,San Francisco,CA,94111,5/27/16 0:00,96,Food safety certificate or food handler card not available,Low Risk
S.F. Bay Concessionaires Commissary,Pier 41,San Francisco,CA,94133,5/18/16 0:00,92,Food safety certificate or food handler card not available,Low Risk
Nick's Lighthouse,Pier 45  Shed B Space 1A,San Francisco,CA,94133,6/15/16 0:00,88,Unapproved or unmaintained equipment or utensils,Low Risk
Crab Station at Fisherman's Wharf,Pier 45  Shed B Unit D,San Francisco,CA,94133,6/14/16 0:00,98,Unapproved or unmaintained equipment or utensils,Low Risk
QUICK-N-EZEE,1 UNITED NATIONS Plz,San Francisco,CA,94102,10/5/16 0:00,100,,
KIEM'S SEAFOOD,1 UNITED NATIONS PLAZA,San Francisco,CA,94102,10/5/16 0:00,100,,
CATER THYME,1 UNITED NATIONS Plz,San Francisco,CA,94102,10/5/16 0:00,100,,
Annie's Hot Dogs,Powell & Market St (S/E),San Francisco,CA,94102,5/25/16 0:00,98,Food safety certificate or food handler card not available,Low Risk
Annie's Hot Dogs,Stockton & O'Farrell St (N/W),San Francisco,CA,94102,6/22/16 0:00,98,Food safety certificate or food handler card not available,Low Risk
Stanley's Steamers,NW Corner Post at Stockton St (N/W),San Francisco,CA,94108,3/2/16 0:00,100,,
Annie's Hot Dogs,Stockton & Market & Ellis St (NW),San Francisco,CA,94102,8/19/16 0:00,94,Permit license or inspection report not posted,Low Risk
AT&T - (CART 1)  DOGGIE DINNER [145089],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,98,Improper food storage,Low Risk
AT&T - (CART 2)  DELI [145090],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,96,Insufficient hot water or running water,Moderate Risk
AT&T - (CART 3)  SOUP [145091],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,10/11/16 0:00,100,,
AT&T - (CART 4)  BAYSIDE BREWS [145092],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (CART 5)  FRESH POPCORN [145093],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (CART 6)  BAYSIDE BREWS,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
AT&T - (CART 36) BAYSIDE BREWS [145123],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T -  CARVERY Stand-Field level,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - (CART 39) DOGGIE DINER v [145126],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T - (CART 40) BAYSIDE BREWS v,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - CART 41 NACHOS-COMPADRES,24 Willie Mays Pl,San Francisco,CA,94107,8/14/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
AT&T - (CART 42) FRESH POPCORN [145129],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T - (CART 43) DOGGIE DINNER [145130],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,89,Moderate risk food holding temperature,Moderate Risk
AT&T - (CART 44) BAYSIDE BREWS v [145131],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
AT&T - (CART 45) SNOW CONES view [145132],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,93,No hot water or running water,High Risk
AT&T - (CART 46) SNOW CONES view [145133],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - SAY HEY CART,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,,,
AT&T - (CART 48) BAYSIDE BREWS [145135],24 3 Pl,San Francisco,CA,94107,4/10/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - CART 49/ SOUP CLAM CHOW v [145136],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - (CART 52) Lemonade/Kettle Corn view [145139],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,94,Unclean or degraded floors walls or ceilings,Low Risk
AT&T - Edsel Ford Fong,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,96,Inadequate sewage or wastewater disposal,Moderate Risk
AT&T - (CART 55) FRESH POPCORN [145142],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (CART 56) BAYSIDE BREWS v [145143],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T - (CART58) FRESH PRODUCE-Pretzels & Juice [145145],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T - (CART 59) Carvery cart-Club level [145146],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
AT&T - (CART 60) Murph's Pub [145147],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
"AT&T -  JOE GARCIA, Edsel Ford Fong, Wine Bar  Stand",24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T -  Ballpark Snacks Stand,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,98,Improper food storage,Low Risk
"AT&T - (CART 7)  SNOW CONES, Etc. [145095]",24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T -  California Cook Out-BBQ,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - Hol N Jam Down Third (Cotton Candy/Lemonade),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T - 2114 Portables (Food/Wine Carts),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,96,Insufficient hot water or running water,Moderate Risk
AT&T - Hebrew National,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T -  Taste of North Beach [145100],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - Hol N Jam Down Home (Cotton Candy/Lemonade),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,5/20/16 0:00,,,
AT&T - (CART 14) BAYSIDE BREWS [145102],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (CART 15) FRESH POPCORN [145103],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,98,Improper storage of equipment utensils or linens,Low Risk
AT&T - (CART 16) BAYSIDE BREWS [145104],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,,,
AT&T - (CART 17) DELI [145105],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,94,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - (CART 18) NACHO-COMPADRES [145106],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,98,Improper storage of equipment utensils or linens,Low Risk
AT&T - 2127 Portables - Peanuts,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - (CART 20) DOGGIE DINNER [145108],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,93,High risk food holding temperature,High Risk
AT&T - (CART 21) GOURMET SAUSAGES & BUDWEISER [145109],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (CART 22) FRESH POPCORN & Bayside Brews,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,93,Unclean hands or improper use of gloves,High Risk
AT&T -23 ORLANDO'S CARIBBEAN BBQ [145111],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - (CART 24) FRESH CATCH-Seafood Sandwich [145088],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - (CART 25) FRESH CATCH-Clam chowder soup [145112],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
AT&T -26 SNOW CONES/COTTON CANDY [145113],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - Portables 6 Beer cart,24 Willie Mays Pl,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (CART 28) BAYSIDE BREWS/Anchor Steam [145115],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,5/20/16 0:00,94,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - (CART 29) BAYSIDE BREWS - Red Hook [145116],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (CART 30) BAYSIDE BREWS&Cable Car Bar [145117],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - Cable Car Bar - Centerfield,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
AT&T - (CART 32) FRESH POPCORN [145119],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (CART 33) PRETZELS GRILL [145120],24  Pl,San Francisco,CA,94107,4/10/16 0:00,91,Contaminated or adulterated food,High Risk
AT&T - (CART 35) DOGGIE DINER [145122],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - (J-3A) BEN & JERRY'S,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,98,Improper storage of equipment utensils or linens,Low Risk
AT&T - (J-3B) TULLY'S Coffee,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - (J-2A) BEN & JERRY'S,24 Willie Mays Pl,San Francisco,CA,94107,10/11/16 0:00,100,,
AT&T - (J-2B) TULLY'S,24 Willie Mays Pl,San Francisco,CA,94107,8/14/16 0:00,98,Unapproved or unmaintained equipment or utensils,Low Risk
AT&T Park - Coffee and Ice Cream (5A+5B),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,,,
AT&T Park - Coffee and Ice Cream (4A+4B),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - Juma Cart 1 - Ice Cream,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,96,Insufficient hot water or running water,Moderate Risk
Simco Coffee/(Espresso Cafe) Seal Location,Pier 39  A-101,San Francisco,CA,94133,8/29/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T - Juma Cart 1 - Coffee,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,96,Insufficient hot water or running water,Moderate Risk
WILDLIFE CONNECTION ESPRESSO CART,1 ZOO Rd,San Francisco,CA,94132,5/27/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Aramark at Grace Cathedral,1100 California St,San Francisco,CA,94108,5/16/16 0:00,90,No thermometers or uncalibrated thermometers,Low Risk
Simco/Wipe Out Bar & Grill(Hot Dog Cart)-  infront of wipeout,Pier 39  A02,San Francisco,CA,94133,8/29/16 0:00,100,,
CALIF PACIFIC MEDICAL CTR - CART,2333 BUCHANAN St,San Francisco,CA,94115,10/5/16 0:00,100,,
NY Frankfurter / Hot Dog Cart,Civic Center-Polkk/McAllister,San Francisco,CA,94102,6/23/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - BON APPETIT KITCHEN & Concession Stand [145165],24 WILLIE MAYS PLAZA 3.17.02,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - DOGGIE DINER room 3228 [145164],24 WILLIE MAYS PLAZA 3.24.01,San Francisco,CA,94107,8/14/16 0:00,96,Employee eating or smoking,Moderate Risk
AT&T - PANTRY/WALK-IN BOX/suite [145163],24 WILLIE MAYS PLAZA 4.21.02,San Francisco,CA,94107,4/10/16 0:00,98,Unclean or degraded floors walls or ceilings,Low Risk
AT&T -Espresso-Dessert carts & room 4.29.02-suite level [145144],24 WILLIE MAYS PLAZA 4.29.02,San Francisco,CA,94107,4/10/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - Pub Murph's Guiness Club House/Room5302 [145151],24 WILLIE MAYS PLAZA 5.01.02,San Francisco,CA,94107,8/14/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - VENDING COMMISSARY [145152],24 Willie Mays Pl,San Francisco,CA,94107,8/14/16 0:00,94,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - DOGGIE DINNER Room 5310 [145153],24 5624 Pl,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - DERBY GRILL Room 5311 [145154],24 WILLIE MAYS PLAZA 5.07.02,San Francisco,CA,94107,8/14/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
AT&T - DOGGIE DINNER-Room 5318/v [145156],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,91,High risk vermin infestation,High Risk
AT&T - SAY HEY SAUSAGE-Room 5319 [145157],24 WILLIE MAYS PLAZA 5.15.01,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - Derby Grill- Room 5323/view [145158],24  Pl,San Francisco,CA,94107,8/14/16 0:00,96,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
AT&T - DOGGIE DINNER - Room 5325 [145159],24 WILLIE MAYS PLAZA 5.19.01,San Francisco,CA,94107,8/14/16 0:00,98,Other low risk violation,Low Risk
AT&T - VENDING COMMISSARY Rm5326 [145160],24 WILLIE MAYS PLAZA 5.21.01,San Francisco,CA,94107,8/14/16 0:00,92,Unclean or degraded floors walls or ceilings,Low Risk
AT&T -Room 5331 GILROY GARLIC FRIES/view [145161],24 WILLIE MAYS PLAZA 5.24.02,San Francisco,CA,94107,8/14/16 0:00,94,Employee eating or smoking,Moderate Risk
AT&T - DOGGIE DINNER - Rm 5333/v [145162],24 WILLIE MAYS PLAZA 5.26.01,San Francisco,CA,94107,8/14/16 0:00,93,High risk food holding temperature,High Risk
AT&T - FIELD CLUB CONCESSION [145185],24 WILLIE MAYS PLAZA 1.09.04,San Francisco,CA,94107,8/14/16 0:00,94,Moderate risk food holding temperature,Moderate Risk
AT&T - COMMISARY KITCHEN [145184],24 WILLIE MAYS PLAZA 1.24.06,San Francisco,CA,94107,8/14/16 0:00,98,Unapproved or unmaintained equipment or utensils,Low Risk
AT&T - EMPLOYEE TRAINING RM F/L [145183],24 WILLIE MAYS PLAZA 1.28.01,San Francisco,CA,94107,8/14/16 0:00,96,Other moderate risk violation,Moderate Risk
AT&T - DRY STORAGE [145182],24 WILLIE MAYS PLAZA 1.24.03,San Francisco,CA,94107,4/10/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T - DERBY GRILL room 2103 [145171],24 WILLIE MAYS PLAZA 2.01.02,San Francisco,CA,94107,10/11/16 0:00,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
AT&T - ROOM 2106 GILROY GARLIC [145172],24 WILLIE MAYS PLAZA 2.03.02  2106,San Francisco,CA,94107,10/11/16 0:00,90,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T - DOGGIE DINER Room 2112 [145173],24 WILLIE MAYS PLAZA 2.07.01,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - Room 2114 Budweiser [145174],24 WILLIE MAYS PLAZA 2.09.03,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - GILROY GARLIC FRIES Room 2118 [145175],24 WILLIE MAYS PLAZA 2.13.03,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - DOGGIE DINER room 2121 [145176],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - SAY HEY SAUSAGE room 2127 [145177],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T -Room 2130 Derby Grill/Port Walk Pizza [145178],24 Willie Mays Pl,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - DOGGIE DINER room 2134 [145179],24 WILLIE MAYS PLAZA 2.28.01,San Francisco,CA,94107,8/14/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
AT&T - VENDING ROOM [145180],24 WILLIE MAYS PLAZA 2.29.02,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - DOGGIE-SAUSAGE-/Room 2142 [145181],24 WILLIE MAYS PLAZA 2.50.01,San Francisco,CA,94107,8/14/16 0:00,98,Inadequate ventilation or lighting,Low Risk
AT&T - DOGGIE DINER room 3205 [145167],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,8/14/16 0:00,94,Unclean or degraded floors walls or ceilings,Low Risk
AT&T - BON APPETIT Room 3209 [145168],24 WILLIE MAYS PLAZA 3.05.03,San Francisco,CA,94107,8/14/16 0:00,94,Other low risk violation,Low Risk
AT&T - STORE ROOM WALK-IN BOX [145166],24 WILLIE MAYS PLAZA 3.10.07,San Francisco,CA,94107,4/10/16 0:00,100,,
S. F. Chowder A Chili Cart,Pier 39,San Francisco,CA,94133,4/20/16 0:00,96,Improper storage of equipment utensils or linens,Low Risk
S. F. Gourmet Hot Dog Cart,Pier 39,San Francisco,CA,94133,12/2/16 0:00,,,
AT&T - CABLE CAR BAR (PROMENADE) [146520],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T - CABLE CAR BAR (VIEW) [146519],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,4/10/16 0:00,98,Improper food storage,Low Risk
Fun Food Partners - Aunt Fanny's,Pier 39 West Park,San Francisco,CA,94133,8/29/16 0:00,100,,
Glide Memorial Church,330 Ellis St,San Francisco,CA,94102,11/9/16 0:00,,Unclean or degraded floors walls or ceilings,Low Risk
LAWTON ELEMENTARY SCHOOL,1570 31st Ave,San Francisco,CA,94122,8/31/16 0:00,100,,
ULLOA ELEMENTARY SCHOOL,2650 42nd Ave,San Francisco,CA,94116,6/28/16 0:00,,,
STEVENSON ELEMENTARY SCHOOL,2051 34th Ave,San Francisco,CA,94116,8/31/16 0:00,100,,
GIANNINI MIDDLE SCHOOL,3151 ORTEGA St,San Francisco,CA,94122,9/1/16 0:00,100,,
NEW SUNSET ELEMENTARY SCHOOL,1920 41st Ave,San Francisco,CA,94116,9/16/16 0:00,94,Moderate risk vermin infestation,Moderate Risk
KEY ELEMENTARY SCHOOL,1530 43rd Ave,San Francisco,CA,94112,8/30/16 0:00,100,,
LINCOLN HIGH SCHOOL,2162 24th Ave,San Francisco,CA,94116,9/7/16 0:00,96,Unapproved or unmaintained equipment or utensils,Low Risk
APTOS MIDDLE SCHOOL,105 APTOS Ave,San Francisco,CA,94127,4/14/16 0:00,98,Improper food storage,Low Risk
SLOAT ELEMENTARY SCHOOL,50 DARIEN Way,San Francisco,CA,94127,10/6/16 0:00,98,Unapproved or unmaintained equipment or utensils,Low Risk
FLYNN ELEMENTARY SCHOOL,3125 CESAR CHAVEZ St,San Francisco,CA,94110,4/26/16 0:00,,,
LOWELL HIGH SCHOOL,1101 EUCALYPTUS Dr,San Francisco,CA,94132,10/12/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
SUNNYSIDE ELEMENTARY SCHOOL,250 FOERSTER St,San Francisco,CA,94112,4/19/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
JUNIPERO SERRA ELEMENTARY SCHOOL,625 HOLLY PARK Cir,San Francisco,CA,94110,4/11/16 0:00,100,,
ORTEGA ELEMENTARY SCHOOL,400 SARGENT St,San Francisco,CA,94132,5/20/16 0:00,,,
SHERIDAN ELEMENTARY SCHOOL,431 CAPITOL Ave,San Francisco,CA,94112,9/1/16 0:00,98,Permit license or inspection report not posted,Low Risk
BALBOA HIGH SCHOOL,1000 CAYUGA Ave,San Francisco,CA,94112,9/8/16 0:00,98,Inadequate dressing rooms or improper storage of personal items,Low Risk
DENMAN MIDDLE SCHOOL,241 ONEIDA St,San Francisco,CA,94112,9/9/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
MANN MIDDLE SCHOOL,3351 23rd St,San Francisco,CA,94110,4/25/16 0:00,100,,
Zaida T. Rodriguez (ZTR) Annex Child Development Center,421  BARTLETT St,San Francisco,CA,94110,4/25/16 0:00,100,,
LICK MIDDLE SCHOOL,1220 Noe St,San Francisco,CA,94114,5/2/16 0:00,100,,
FAIRMOUNT ELEMENTARY SCHOOL,65 CHENERY St,San Francisco,CA,94131,9/2/16 0:00,100,,
ALVARADO ELEMENTARY SCHOOL,625  DOUGLASS St,San Francisco,CA,94114,5/3/16 0:00,90,Moderate risk food holding temperature,Moderate Risk
WEST PORTAL ELEMENTARY SCHOOL,5 LENOX Way,San Francisco,CA,94127,4/11/16 0:00,94,Moderate risk vermin infestation,Moderate Risk
LAKESHORE ELEMENTARY SCHOOL,220 MIDDLEFIELD Dr,San Francisco,CA,94132,5/18/16 0:00,,,
MISSION ED. CENTER ELEMENTARY,1670 NOE St,San Francisco,CA,94131,3/17/16 0:00,93,High risk food holding temperature,High Risk
MIRALOMA ELEMENTARY SCHOOL,175 OMAR Way,San Francisco,CA,94127,3/15/16 0:00,100,,
GLEN PARK ELEMENTARY SCHOOL,151 LIPPARD Ave,San Francisco,CA,94122,9/2/16 0:00,88,Moderate risk food holding temperature,Moderate Risk
MOSCONE ELEMENTARY SCHOOL,2576 HARRISON St,San Francisco,CA,94110,9/19/16 0:00,100,,
WEBSTER ELEMENTARY SCHOOL,465 MISSOURI St,San Francisco,CA,94107,3/22/16 0:00,92,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
